pos.x pos.y vol rho vel.x vel.y p a mu k shock-detector massf-H2 massf-H massf-He dt_subcycle e T dt_local molef-H2 molef-H molef-He
 -0.0200042 3.31561e-06 2.90211e-12 0.0400148 -8.00687 0.070017 66250.7 1565.82 2.01345e-05 0.264448 0 0.415487 0.014878 0.569636 -1 3.88256e+06 548.285 2.60905e-10 0.5675 0.0406427 0.391857
 -0.0200037 3.31549e-06 2.63822e-12 0.0416712 -7.63247 0.0637185 66252.3 1534.17 1.96099e-05 0.257283 0 0.416758 0.013607 0.569636 -1 3.47763e+06 527.419 2.43476e-10 0.570226 0.0372354 0.392539
 -0.0200034 3.31539e-06 2.39834e-12 0.0433443 -7.26344 0.0578896 66253.9 1504.06 1.91122e-05 0.250516 0 0.417943 0.0124217 0.569636 -1 3.09974e+06 507.898 2.26967e-10 0.572776 0.034047 0.393177
 -0.020003 3.31529e-06 2.18027e-12 0.0450286 -6.90086 0.0525015 66255.5 1475.46 1.86408e-05 0.244132 0 0.419047 0.011317 0.569636 -1 2.74736e+06 489.652 2.11352e-10 0.575161 0.0310662 0.393773
 -0.0200027 3.31521e-06 1.98204e-12 0.0467189 -6.54547 0.0475235 66257.2 1448.34 1.8195e-05 0.238116 0 0.420076 0.0102883 0.569636 -1 2.419e+06 472.616 1.96607e-10 0.577388 0.0282821 0.394329
 -0.0200024 3.31513e-06 1.80183e-12 0.0484101 -6.19709 0.0429241 66259 1422.66 1.77739e-05 0.23245 0 0.421034 0.00933046 0.569636 -1 2.11316e+06 456.719 1.82701e-10 0.579468 0.0256829 0.394849
 -0.0200021 3.31506e-06 1.638e-12 0.0500948 -5.85597 0.0386805 66260.8 1398.4 1.73772e-05 0.227123 0 0.421924 0.00844022 0.569636 -1 1.82878e+06 441.912 1.69606e-10 0.581405 0.023261 0.395334
 -0.0200019 3.31499e-06 1.48908e-12 0.0517677 -5.52435 0.0347669 66262.4 1375.51 1.7004e-05 0.222119 0 0.422751 0.00761313 0.569636 -1 1.56448e+06 428.13 1.57291e-10 0.58321 0.0210055 0.395785
 -0.0200017 3.31493e-06 1.35369e-12 0.0534232 -5.20295 0.0311604 66264.1 1353.95 1.66533e-05 0.217423 0 0.423519 0.00684533 0.569636 -1 1.31906e+06 415.314 1.45726e-10 0.584888 0.0189071 0.396204
 -0.0200015 3.31488e-06 1.23062e-12 0.0550554 -4.89194 0.0278387 66265.8 1333.68 1.63242e-05 0.21302 0 0.424231 0.00613322 0.569636 -1 1.09138e+06 403.409 1.34881e-10 0.586449 0.0169569 0.396594
 -0.0200013 3.31483e-06 1.11873e-12 0.0566588 -4.59185 0.0247811 66267.4 1314.64 1.60161e-05 0.208896 0 0.424891 0.00547333 0.569636 -1 880362 392.36 1.24724e-10 0.587897 0.0151463 0.396957
 -0.0200012 3.31478e-06 1.01702e-12 0.0582284 -4.30313 0.0219681 66269.1 1296.8 1.57278e-05 0.205038 0 0.425502 0.00486239 0.569636 -1 684964 382.116 1.15225e-10 0.589241 0.013467 0.397292
 -0.020001 3.31474e-06 9.24559e-13 0.0597593 -4.02609 0.0193815 66270.7 1280.1 1.54586e-05 0.201432 0 0.426067 0.00429726 0.569636 -1 504198 372.628 1.06354e-10 0.590485 0.0119111 0.397604
 -0.0200009 3.31471e-06 8.40503e-13 0.0612471 -3.761 0.0170044 66272.2 1264.5 1.52074e-05 0.198066 0 0.42659 0.00377499 0.569636 -1 337122 363.847 9.80785e-11 0.591637 0.0104711 0.397892
 -0.0200008 3.31467e-06 7.64089e-13 0.062688 -3.50802 0.0148208 66273.7 1249.94 1.49735e-05 0.194926 0 0.427072 0.00329275 0.569636 -1 182841 355.73 9.03702e-11 0.592703 0.00913954 0.398158
 -0.0200007 3.31464e-06 6.94623e-13 0.0640787 -3.26723 0.012816 66275.2 1236.37 1.47559e-05 0.192001 0 0.427517 0.00284783 0.569636 -1 40498 348.233 8.31992e-11 0.593687 0.0079095 0.398404
 -0.0200006 3.31462e-06 6.31472e-13 0.0654164 -3.03856 0.0109763 66276.6 1223.75 1.45538e-05 0.189279 0 0.427927 0.00243773 0.569636 -1 -90712.7 341.314 7.65363e-11 0.594595 0.00677435 0.398631
 -0.0200005 3.31459e-06 5.74063e-13 0.0666989 -2.82164 0.00928904 66278.1 1212.02 1.43663e-05 0.186749 0 0.428304 0.00206001 0.569636 -1 -211567 334.934 7.03534e-11 0.595432 0.00572767 0.39884
 -0.0200004 3.31457e-06 5.21873e-13 0.0679242 -2.61676 0.00774247 66279.1 1201.14 1.41924e-05 0.184399 0 0.428652 0.00171239 0.569636 -1 -322787 329.056 6.46227e-11 0.596203 0.00476345 0.399033
 -0.0200003 3.31455e-06 4.74429e-13 0.0690893 -2.42907 0.00632626 66278 1191.06 1.40316e-05 0.182219 0 0.428972 0.00139273 0.569636 -1 -425062 323.645 5.93169e-11 0.596913 0.00387595 0.399211
 -0.0200002 3.31453e-06 4.31297e-13 0.0701941 -2.26956 0.00503357 66275.2 1181.73 1.38828e-05 0.180199 0 0.429266 0.00109898 0.569636 -1 -519043 318.668 5.44102e-11 0.597566 0.00305971 0.399374
 -0.0200002 3.31451e-06 3.92087e-13 0.07127 -2.10493 0.00385741 66300.2 1173.1 1.37454e-05 0.178329 0 0.429535 0.000829259 0.569636 -1 -605337 314.094 4.98797e-11 0.598167 0.00230963 0.399524
 -0.0200001 3.3145e-06 3.56442e-13 0.072401 -1.74107 0.00276638 66428.5 1165.13 1.36187e-05 0.1766 0 0.429783 0.000581735 0.569636 -1 -684525 309.892 4.5708e-11 0.598718 0.00162079 0.399662
 -0.0200001 3.31448e-06 3.24037e-13 0.0735423 -0.829334 0.00165159 66615.2 1157.79 1.35019e-05 0.175004 0 0.43001 0.00035482 0.569636 -1 -757118 306.037 4.18718e-11 0.599223 0.000988892 0.399788
 -0.02 3.31447e-06 2.94579e-13 0.0741881 -0.209607 0.000678598 66423.4 1151.18 1.33969e-05 0.173565 0 0.430213 0.000151872 0.569636 -1 -822045 302.585 3.82829e-11 0.599676 0.000423389 0.399901
