pos.x pos.y vol rho vel.x vel.y p a mu k k-vibroelectronic shock-detector massf-N2 massf-O2 massf-N massf-O massf-NO massf-N2+ massf-O2+ massf-N+ massf-O+ massf-NO+ massf-e- dt_subcycle e T e-vibroelectronic T-vibroelectronic dt_local M_local pitot_p total_p total_h molef-N2 molef-O2 molef-N molef-O molef-NO molef-N2+ molef-O2+ molef-N+ molef-O+ molef-NO+ molef-e-
 -0.00714429 3.62232e-06 8.76755e-15 2.30996 0.000256696 3.09012e-05 222247 371.008 1.83899e-05 0.0275593 0.00016466 0 0.749804 0.135197 0.016837 0.0972011 0.000953078 6.49238e-10 3.23987e-06 3.14619e-12 4.23254e-07 4.53853e-06 1.31024e-10 -1 1.99571e+06 302.126 123.539 342.94 4.00287e-11 6.96885e-07 222247 222247 2.09192e+06 0.698837 0.110313 0.031385 0.158621 0.000829303 6.0512e-10 2.6436e-06 5.8649e-12 6.90727e-07 3.94919e-06 6.23601e-06
 -0.00714492 3.62244e-06 6.54875e-14 0.744349 0.182418 0.0124583 222245 638.507 3.75973e-05 0.058707 0.00774691 0 0.7475 0.116735 0.0186505 0.115087 0.00200311 2.96976e-09 4.7733e-06 2.25042e-08 1.40701e-05 5.27647e-06 6.39666e-10 -1 2.79699e+06 922.526 62192 1195.67 1.73671e-10 0.00028636 222245 222245 3.09557e+06 0.685503 0.09372 0.0342074 0.184794 0.00171498 2.72351e-09 3.83227e-06 4.1277e-08 2.25929e-05 4.51758e-06 2.99556e-05
 -0.00714582 3.62261e-06 1.4602e-13 0.47698 0.328191 0.0244411 222234 795.233 5.04316e-05 0.080374 0.0131111 0 0.743286 0.0967755 0.0219585 0.133985 0.00394148 1.2651e-08 6.66781e-06 1.61688e-07 3.98966e-05 6.0813e-06 1.57806e-09 -1 3.57613e+06 1413.74 119956 1562.72 3.10394e-10 0.000413841 222234 222234 4.04205e+06 0.669408 0.0763014 0.039552 0.211278 0.00331398 1.13938e-08 5.25724e-06 2.91246e-07 6.29141e-05 5.11323e-06 7.25746e-05
 -0.00714671 3.62277e-06 2.24876e-13 0.374775 0.426867 0.035291 222223 896.752 5.93062e-05 0.095759 0.0168705 0 0.73877 0.0820869 0.0257596 0.14783 0.00547167 3.40372e-08 7.67393e-06 4.66388e-07 6.62457e-05 6.76245e-06 2.52359e-09 -1 4.19656e+06 1773.66 164322 1817.48 4.23223e-10 0.000477639 222223 222223 4.78951e+06 0.655894 0.0638014 0.0457398 0.2298 0.00453524 3.02194e-08 5.9646e-06 8.28168e-07 0.000102981 5.60522e-06 0.000114411
 -0.00714761 3.62294e-06 3.06126e-13 0.315731 0.510078 0.0456709 222216 977.287 6.66209e-05 0.108707 0.019881 0 0.733831 0.0700436 0.0301571 0.159228 0.00663053 7.63043e-08 8.14643e-06 9.9584e-07 9.33515e-05 7.42046e-06 3.49471e-09 -1 4.75834e+06 2078.62 203474 2035.03 5.27799e-10 0.000524021 222216 222216 5.46215e+06 0.643257 0.0537513 0.0528699 0.244382 0.00542616 6.68877e-08 6.25166e-06 1.74592e-06 0.00014328 6.07272e-06 0.000156432
 -0.00714852 3.62311e-06 3.87001e-13 0.277426 0.584271 0.0555871 222208 1043.18 7.27641e-05 0.119782 0.0223998 0 0.728685 0.0602441 0.0349263 0.168572 0.00743421 1.48007e-07 8.26806e-06 1.76937e-06 0.000119997 8.06746e-06 4.45398e-09 -1 5.26707e+06 2338.86 238181 2225.79 6.24084e-10 0.000562616 222208 222208 6.06803e+06 0.631537 0.0457094 0.0605399 0.255803 0.0060152 1.28277e-07 6.27339e-06 3.06707e-06 0.000182099 6.5277e-06 0.000197121
 -0.0071494 3.62327e-06 4.65686e-13 0.250699 0.65177 0.0649855 222201 1098.15 7.79846e-05 0.129349 0.0245428 0 0.723498 0.0522852 0.0398713 0.176229 0.00795105 2.5489e-07 8.17947e-06 2.77625e-06 0.000145517 8.71931e-06 5.38095e-09 -1 5.72743e+06 2562.12 268908 2394.69 7.12268e-10 0.000596459 222201 222201 6.61376e+06 0.620736 0.0392718 0.0684164 0.264734 0.0063687 2.18691e-07 6.14376e-06 4.76405e-06 0.000218605 6.98419e-06 0.000235752
 -0.00715031 3.62344e-06 5.46715e-13 0.229786 0.718653 0.0744583 222195 1147.95 8.27793e-05 0.13827 0.0265159 0 0.717998 0.0453626 0.0452206 0.182956 0.00827049 4.11208e-07 7.95444e-06 4.0864e-06 0.000171361 9.44404e-06 6.33087e-09 -1 6.17427e+06 2768.37 298065 2555.92 7.98644e-10 0.000629385 222195 222195 7.14123e+06 0.610097 0.0337447 0.0768497 0.272197 0.0065609 3.49418e-07 5.91732e-06 6.94487e-06 0.000254956 7.492e-06 0.000274704
 -0.00715119 3.6236e-06 6.26199e-13 0.213579 0.783086 0.0835817 222189 1191.67 8.70348e-05 0.146301 0.0282744 0 0.712469 0.039584 0.050676 0.188628 0.00842195 6.16502e-07 7.65092e-06 5.64663e-06 0.00019629 1.02376e-05 7.26011e-09 -1 6.59116e+06 2952.07 324640 2704.3 8.79805e-10 0.000660863 222189 222189 7.63147e+06 0.60005 0.0291859 0.0853598 0.278157 0.00662202 5.19235e-07 5.64124e-06 9.51168e-06 0.000289466 8.04977e-06 0.000312241
 -0.00715211 3.62377e-06 7.08447e-13 0.199934 0.849553 0.0928682 222184 1232.72 9.10628e-05 0.154006 0.0299475 0 0.706631 0.0344688 0.0564985 0.193703 0.00845041 8.88129e-07 7.28441e-06 7.54995e-06 0.000221666 1.11764e-05 8.22094e-09 -1 7.00417e+06 3126.26 350348 2849.54 9.60663e-10 0.000693277 222184 222184 8.11545e+06 0.589996 0.025195 0.0943459 0.283175 0.00658704 7.41551e-07 5.32464e-06 1.2608e-05 0.000324065 8.71206e-06 0.000350513
 -0.00715294 3.62392e-06 7.81961e-13 0.189712 0.909387 0.101048 222180 1266.45 9.43951e-05 0.160461 0.0313398 0 0.701326 0.0305179 0.0618277 0.197662 0.00839248 1.18474e-06 6.93079e-06 9.49959e-06 0.000244004 1.21422e-05 9.08068e-09 -1 7.35993e+06 3270.45 371991 2973.37 1.03061e-09 0.00072248 222180 222180 8.53107e+06 0.581266 0.0221433 0.102487 0.28684 0.00649384 9.81941e-07 5.02895e-06 1.57473e-05 0.000354103 9.39542e-06 0.000384325
 -0.00715384 3.62409e-06 8.63108e-13 0.180067 0.976373 0.109958 222175 1300.99 9.7826e-05 0.167185 0.0327853 0 0.69539 0.02673 0.0678212 0.201496 0.00826101 1.57302e-06 6.52663e-06 1.19224e-05 0.000268311 1.3374e-05 1.00322e-08 -1 7.73998e+06 3418.88 394593 3104.39 1.10559e-09 0.000755228 222175 222175 8.97383e+06 0.571881 0.0192446 0.111551 0.290138 0.00634258 1.29366e-06 4.699e-06 1.96105e-05 0.000386361 1.02684e-05 0.000421308
 -0.00715471 3.62425e-06 9.40993e-13 0.172072 1.04193 0.118406 222171 1331.89 0.00010091 0.173299 0.0340975 0 0.689627 0.0235757 0.0736621 0.20472 0.00808663 2.0066e-06 6.13519e-06 1.45133e-05 0.00029132 1.47438e-05 1.09495e-08 -1 8.09381e+06 3552.16 415157 3225.23 1.17559e-09 0.00078733 222171 222171 9.38496e+06 0.563097 0.0168525 0.120294 0.292678 0.00616443 1.63847e-06 4.38568e-06 2.37019e-05 0.0004165 1.12394e-05 0.000456549
 -0.00715566 3.62443e-06 1.02591e-12 0.164467 1.11512 0.127523 222166 1363.44 0.000104071 0.179637 0.0354577 0 0.683284 0.020593 0.0801073 0.207798 0.00785988 2.54732e-06 5.71297e-06 1.76323e-05 0.000316073 1.64724e-05 1.19553e-08 -1 8.46879e+06 3688.6 436455 3352.12 1.24994e-09 0.000823205 222167 222167 9.81962e+06 0.55375 0.0146105 0.129842 0.29486 0.00594682 2.06446e-06 4.05335e-06 2.85804e-05 0.000448516 1.24633e-05 0.000494767
 -0.00715654 3.62459e-06 1.10478e-12 0.158242 1.1849 0.135888 222163 1391 0.000106843 0.185257 0.0366654 0 0.677347 0.0181875 0.0861477 0.210304 0.00762755 3.11241e-06 5.33071e-06 2.08022e-05 0.000338777 1.83182e-05 1.28962e-08 -1 8.80803e+06 3808.02 455294 3465.88 1.31732e-09 0.000857418 222163 222163 1.0212e+07 0.545269 0.0128175 0.138699 0.296421 0.00573245 2.50556e-06 3.75685e-06 3.34932e-05 0.000477519 1.37672e-05 0.000530138
 -0.00715749 3.62476e-06 1.18971e-12 0.152271 1.26255 0.144752 222158 1419.05 0.000109674 0.191056 0.0379153 0 0.670917 0.0159325 0.0926954 0.212674 0.00736472 3.78752e-06 4.93402e-06 2.45096e-05 0.000362948 2.05849e-05 1.39181e-08 -1 9.16461e+06 3929.74 474673 3584.38 1.38824e-09 0.000895542 222159 222159 1.06236e+07 0.536336 0.0111503 0.148203 0.297677 0.00549644 3.02783e-06 3.4531e-06 3.91879e-05 0.000508031 1.53632e-05 0.000568165
 -0.00715834 3.62492e-06 1.26545e-12 0.147485 1.33176 0.152265 222159 1442.81 0.00011208 0.196031 0.0389918 0 0.665159 0.0141748 0.0985591 0.214537 0.00712631 4.44646e-06 4.59588e-06 2.80728e-05 0.000384277 2.28636e-05 1.48378e-08 -1 9.47561e+06 4032.91 491236 3686.85 1.45016e-09 0.000929048 222159 222159 1.09819e+07 0.528538 0.0098605 0.156631 0.298479 0.00528654 3.53324e-06 3.19712e-06 4.46152e-05 0.000534653 1.69613e-05 0.000602068
 -0.00715924 3.62509e-06 1.34602e-12 0.142856 1.40849 0.159836 222155 1466.92 0.000114529 0.201142 0.0399563 0 0.659018 0.0125316 0.104811 0.216291 0.00687416 5.20474e-06 4.25404e-06 3.213e-05 0.000406752 2.55653e-05 1.58257e-08 -1 9.79975e+06 4137.67 508219 3792.94 1.51475e-09 0.000966336 222155 222155 1.13549e+07 0.520408 0.00866335 0.165532 0.299052 0.00506783 4.11011e-06 2.94095e-06 5.07463e-05 0.000562409 1.88478e-05 0.000638168
 -0.0071602 3.62526e-06 1.43173e-12 0.138379 1.49263 0.167769 222151 1491.39 0.000117023 0.206394 0.0409448 0 0.652475 0.0110057 0.111469 0.217931 0.00661237 6.07466e-06 3.91165e-06 3.67512e-05 0.000430447 2.87644e-05 1.68888e-08 -1 1.01377e+07 4244.06 525689 3902.98 1.58212e-09 0.00100714 222151 222151 1.17431e+07 0.511936 0.00755961 0.174919 0.299387 0.00484356 4.76631e-06 2.6869e-06 5.76727e-05 0.000591355 2.10703e-05 0.000676671
 -0.00716101 3.62541e-06 1.50421e-12 0.134903 1.56568 0.174376 222148 1511.23 0.000119051 0.210702 0.0417664 0 0.646938 0.00987033 0.1171 0.219159 0.00639896 6.85995e-06 3.63955e-06 4.09082e-05 0.000450334 3.17372e-05 1.77986e-08 -1 1.04183e+07 4330.37 540025 3993.88 1.63807e-09 0.00104244 222148 222148 1.20651e+07 0.504908 0.00674393 0.182783 0.299483 0.00466246 5.35401e-06 2.48678e-06 6.38568e-05 0.000615406 2.3125e-05 0.000709353
 -0.00716186 3.62557e-06 1.58037e-12 0.131515 1.64429 0.181214 222145 1531.31 0.000121111 0.215109 0.0426176 0 0.641121 0.00881125 0.12301 0.22031 0.00618458 7.73277e-06 3.37091e-06 4.55256e-05 0.000471096 3.51279e-05 1.87659e-08 -1 1.07085e+07 4417.75 554692 4087.37 1.69592e-09 0.00108028 222145 222145 1.23976e+07 0.497654 0.00598765 0.190966 0.299422 0.00448181 6.00248e-06 2.29073e-06 7.0679e-05 0.000640286 2.54568e-05 0.000743843
 -0.00716275 3.62574e-06 1.66038e-12 0.128213 1.72894 0.188286 222142 1551.64 0.000123202 0.219618 0.0435007 0 0.635016 0.00782813 0.129207 0.221383 0.00597167 8.70131e-06 3.1074e-06 5.06583e-05 0.000492781 3.8987e-05 1.97954e-08 -1 1.10084e+07 4506.24 569703 4183.45 1.7557e-09 0.00112086 222142 222142 1.2741e+07 0.49017 0.00528996 0.19947 0.299205 0.00430343 6.71669e-06 2.0999e-06 7.82095e-05 0.000666029 2.80961e-05 0.000780285
 -0.00716369 3.62591e-06 1.74445e-12 0.124993 1.82013 0.195594 222139 1572.22 0.000125327 0.224233 0.0444182 0 0.628611 0.00692019 0.1357 0.222378 0.00576268 9.77455e-06 2.85065e-06 5.63688e-05 0.000515441 4.33685e-05 2.08928e-08 -1 1.13186e+07 4595.86 585074 4282.13 1.81748e-09 0.00116435 222139 222139 1.30958e+07 0.482454 0.00464969 0.208297 0.298832 0.00412909 7.50203e-06 1.91539e-06 8.65285e-05 0.000692675 3.1075e-05 0.000818835
 -0.00716468 3.62609e-06 1.83278e-12 0.121851 1.91838 0.20314 222135 1593.05 0.000127486 0.228959 0.0453726 0 0.6219 0.00608613 0.142496 0.223294 0.00556002 1.09623e-05 2.60221e-06 6.27297e-05 0.000539136 4.83299e-05 2.20641e-08 -1 1.16392e+07 4686.65 600825 4383.41 1.8813e-09 0.00121095 222136 222136 1.34622e+07 0.474503 0.0040653 0.217447 0.298304 0.00396052 8.36432e-06 1.7382e-06 9.57282e-05 0.000720268 3.4427e-05 0.00085967
 -0.00716545 3.62623e-06 1.90195e-12 0.119544 1.99707 0.208958 222133 1608.85 0.000129129 0.232578 0.0461144 0 0.616658 0.00550802 0.147798 0.22393 0.0054136 1.19348e-05 2.42219e-06 6.79771e-05 0.000557623 5.24678e-05 2.29952e-08 -1 1.18867e+07 4755.52 612901 4461.07 1.93055e-09 0.00124808 222133 222133 1.37449e+07 0.468386 0.00366258 0.224522 0.297806 0.00383886 9.06534e-06 1.61067e-06 0.000103269 0.000741613 3.72063e-05 0.000891912
 -0.00716652 3.62643e-06 1.99826e-12 0.116531 2.10913 0.216927 222129 1630.15 0.000131353 0.237509 0.0471404 0 0.609385 0.00479872 0.155146 0.22471 0.00522758 1.33499e-05 2.19164e-06 7.56857e-05 0.000583286 5.8591e-05 2.43127e-08 -1 1.22265e+07 4848.44 629375 4566.87 1.99808e-09 0.00130065 222129 222129 1.41327e+07 0.460022 0.00317135 0.234237 0.29701 0.0036842 1.0078e-05 1.44843e-06 0.000114274 0.000770984 4.12935e-05 0.000937231
 -0.00716737 3.62659e-06 2.07369e-12 0.114318 2.1989 0.223066 222126 1646.3 0.000133046 0.241288 0.0479393 0 0.603713 0.00431147 0.160869 0.225244 0.00509612 1.45073e-05 2.02647e-06 8.20608e-05 0.000603334 6.36731e-05 2.53626e-08 -1 1.24889e+07 4918.96 642027 4647.89 2.05016e-09 0.00134251 222127 222127 1.44319e+07 0.453593 0.00283592 0.241735 0.296314 0.00357463 1.09001e-05 1.33296e-06 0.000123316 0.000793726 4.46638e-05 0.000973096
 -0.00716824 3.62675e-06 2.15197e-12 0.112143 2.2939 0.229345 222124 1662.61 0.000134762 0.245139 0.0487649 0 0.59785 0.00386123 0.16678 0.225737 0.00497246 1.57536e-05 1.86842e-06 8.90029e-05 0.000624108 6.92054e-05 2.64697e-08 -1 1.27579e+07 4990.22 654950 4730.32 2.10349e-09 0.00138657 222124 222124 1.47386e+07 0.447031 0.00252757 0.249413 0.295536 0.00347114 1.17797e-05 1.22309e-06 0.000133106 0.000817112 4.83114e-05 0.00101069
 -0.00716915 3.62692e-06 2.2332e-12 0.110005 2.39444 0.235766 222121 1679.09 0.0001365 0.249064 0.0496188 0 0.591792 0.00344668 0.17288 0.226188 0.00485734 1.70957e-05 1.71785e-06 9.65713e-05 0.000645646 7.52156e-05 2.76382e-08 -1 1.30336e+07 5062.23 668160 4814.16 2.15809e-09 0.00143293 222121 222121 1.50528e+07 0.440334 0.00224515 0.257269 0.294677 0.00337418 1.27206e-05 1.11902e-06 0.000143717 0.000841172 5.22499e-05 0.00105014
 -0.00717009 3.62709e-06 2.31751e-12 0.107903 2.50085 0.24233 222118 1695.72 0.000138264 0.253065 0.0505023 0 0.585535 0.00306638 0.179173 0.226599 0.00475139 1.85406e-05 1.57507e-06 0.000104833 0.00066799 8.17311e-05 2.88729e-08 -1 1.33163e+07 5135.02 681676 4899.38 2.21399e-09 0.00148171 222118 222118 1.53748e+07 0.433504 0.00198745 0.265303 0.293738 0.0032841 1.37269e-05 1.02089e-06 0.000155233 0.000865937 5.64925e-05 0.00109158
 -0.00717073 3.62721e-06 2.37548e-12 0.10652 2.57522 0.246787 222116 1706.91 0.000139453 0.255776 0.0511087 0 0.581253 0.00283113 0.183477 0.226852 0.00468614 1.9565e-05 1.48433e-06 0.000110763 0.000683355 8.63686e-05 2.97353e-08 -1 1.35088e+07 5183.99 690866 4956.95 2.25198e-09 0.00151562 222116 222116 1.5594e+07 0.428876 0.00182877 0.270756 0.29307 0.00322803 1.44363e-05 9.58818e-07 0.000163459 0.000882857 5.94959e-05 0.00112038
 -0.00717174 3.62739e-06 2.46516e-12 0.104476 2.6922 0.253593 222113 1723.84 0.000141258 0.25991 0.0520453 0 0.574658 0.00250453 0.190099 0.227198 0.00459666 2.11996e-05 1.35504e-06 0.000120354 0.000707144 9.37851e-05 3.1092e-08 -1 1.38034e+07 5258.11 704935 5044.42 2.31007e-09 0.00156866 222113 222113 1.59294e+07 0.421823 0.00160946 0.279081 0.292004 0.00315007 1.55617e-05 8.70788e-07 0.000176696 0.00090888 6.42717e-05 0.00116546
 -0.00717277 3.62759e-06 2.55824e-12 0.102464 2.816 0.260547 222110 1740.94 0.000143089 0.264127 0.0530159 0 0.567855 0.00220802 0.196923 0.227508 0.00451759 2.29601e-05 1.23404e-06 0.000130863 0.000731867 0.000101776 3.25298e-08 -1 1.41055e+07 5333.07 719365 5133.19 2.3695e-09 0.00162443 222110 222110 1.62732e+07 0.414638 0.00141146 0.287579 0.290865 0.00307961 1.67654e-05 7.88864e-07 0.000191115 0.00093571 6.9381e-05 0.00121294
 -0.00717349 3.62772e-06 2.62223e-12 0.101141 2.90253 0.265266 222108 1752.44 0.000144325 0.266985 0.0536829 0 0.563202 0.00202625 0.201585 0.227695 0.0044708 2.42087e-05 1.15803e-06 0.000138431 0.000748895 0.000107433 3.35367e-08 -1 1.43112e+07 5383.5 729198 5193.09 2.40987e-09 0.00166318 222108 222108 1.65072e+07 0.409775 0.00129064 0.293339 0.290066 0.00303684 1.76141e-05 7.37635e-07 0.000201447 0.000954067 7.29766e-05 0.00124603
 -0.00717459 3.62792e-06 2.72125e-12 0.0991832 3.03861 0.272468 222105 1769.86 0.000146201 0.271345 0.0547143 0 0.556045 0.00177617 0.208753 0.227947 0.00440959 2.62021e-05 1.05102e-06 0.000150714 0.000775301 0.000116431 3.51249e-08 -1 1.4626e+07 5459.88 744283 5283.98 2.47157e-09 0.00172375 222105 222105 1.68654e+07 0.402371 0.0011252 0.302119 0.288809 0.002979 1.89609e-05 6.65834e-07 0.00021813 0.000982344 7.86589e-05 0.00129795
 -0.00717535 3.62806e-06 2.78933e-12 0.0978952 3.13371 0.277353 222102 1781.58 0.000147468 0.274301 0.0554234 0 0.551153 0.00162377 0.213648 0.228096 0.0043748 2.76164e-05 9.84338e-07 0.000159579 0.000793508 0.000122778 3.6239e-08 -1 1.48403e+07 5511.28 754575 5345.25 2.51346e-09 0.00176583 222103 222103 1.71091e+07 0.397362 0.00102487 0.308065 0.287935 0.00294462 1.99108e-05 6.21295e-07 0.00023011 0.00100171 8.26415e-05 0.00133419
 -0.00717613 3.62821e-06 2.85912e-12 0.0966208 3.23247 0.282305 222100 1793.38 0.000148747 0.277297 0.0561505 0 0.546164 0.00148223 0.218637 0.228231 0.00434482 2.91035e-05 9.2137e-07 0.000169036 0.00081222 0.00012941 3.74003e-08 -1 1.50582e+07 5563.08 765063 5407.06 2.55598e-09 0.0018093 222101 222101 1.73569e+07 0.392296 0.000932048 0.314083 0.287031 0.00291353 2.09047e-05 5.79382e-07 0.000242838 0.00102151 8.67805e-05 0.00137181
 -0.00717693 3.62835e-06 2.93065e-12 0.0953598 3.33501 0.287325 222098 1805.28 0.00015004 0.280334 0.0568961 0 0.541076 0.00135105 0.223722 0.228353 0.00431959 3.06672e-05 8.6209e-07 0.000179131 0.000831459 0.00013633 3.86116e-08 -1 1.52797e+07 5615.28 775757 5469.39 2.59911e-09 0.00185421 222099 222099 1.76087e+07 0.387173 0.000846349 0.320173 0.286099 0.00288567 2.19447e-05 5.40057e-07 0.000256369 0.00104175 9.10757e-05 0.00141088
 -0.00717816 3.62858e-06 3.04133e-12 0.0934932 3.49626 0.294982 222095 1823.38 0.000152004 0.284967 0.0580506 0 0.533258 0.00117259 0.231529 0.228511 0.00429054 3.3166e-05 7.80011e-07 0.000195585 0.000861353 0.000147257 4.05283e-08 -1 1.56188e+07 5694.34 792244 5563.83 2.66488e-09 0.00192428 222095 222095 1.79943e+07 0.379384 0.000730332 0.32944 0.28465 0.00284976 2.35963e-05 4.85827e-07 0.000278307 0.001073 9.78094e-05 0.0014724
 -0.00717901 3.62874e-06 3.11744e-12 0.0922652 3.60892 0.300173 222092 1835.54 0.00015333 0.288109 0.0588452 0 0.527921 0.00106511 0.236855 0.228602 0.00427688 3.49404e-05 7.29794e-07 0.000207512 0.000882004 0.000154907 4.18773e-08 -1 1.58495e+07 5747.55 803503 5627.41 2.70953e-09 0.00197292 222093 222093 1.82566e+07 0.374122 0.000660803 0.335704 0.283652 0.00282961 2.47617e-05 4.52776e-07 0.000294126 0.00109444 0.00010249 0.00151548
 -0.00717988 3.6289e-06 3.19545e-12 0.0910501 3.72589 0.305433 222090 1847.79 0.000154669 0.291294 0.0596608 0 0.522483 0.000966237 0.24228 0.22868 0.00426764 3.68074e-05 6.83114e-07 0.000220278 0.000903264 0.000162851 4.32873e-08 -1 1.60841e+07 5801.17 814979 5691.47 2.75484e-09 0.00202316 222091 222091 1.85233e+07 0.368805 0.000597091 0.342036 0.282628 0.00281235 2.59818e-05 4.22141e-07 0.000310988 0.00111639 0.00010732 0.00156031
 -0.00718077 3.62906e-06 3.27542e-12 0.0898476 3.84732 0.310764 222088 1860.13 0.000156022 0.294522 0.0604978 0 0.516941 0.000875473 0.247804 0.228747 0.00426267 3.87722e-05 6.39914e-07 0.000233957 0.000925161 0.000171088 4.47622e-08 -1 1.63225e+07 5855.21 826688 5756 2.8008e-09 0.00207504 222088 222088 1.87944e+07 0.363434 0.000538839 0.348435 0.28158 0.00279784 2.72592e-05 3.93863e-07 0.000328977 0.00113888 0.000112297 0.00160702
 -0.00718169 3.62923e-06 3.35739e-12 0.0886578 3.97338 0.316165 222085 1872.57 0.00015739 0.297795 0.0613572 0 0.511297 0.000792343 0.253428 0.228804 0.0042618 4.08403e-05 6.0013e-07 0.000248624 0.000947722 0.000179615 4.6306e-08 -1 1.65649e+07 5909.67 838641 5820.98 2.8474e-09 0.00212859 222086 222086 1.90699e+07 0.358009 0.000485697 0.354899 0.280508 0.00278593 2.85969e-05 3.67879e-07 0.000348185 0.00116193 0.000117416 0.00165571
 -0.00718262 3.62941e-06 3.44142e-12 0.0874805 4.10424 0.321637 222083 1885.12 0.000158771 0.301112 0.0622396 0 0.505547 0.000716379 0.259154 0.22885 0.00426481 4.30174e-05 5.63695e-07 0.000264364 0.000970978 0.000188428 4.79231e-08 -1 1.68113e+07 5964.54 850850 5886.41 2.89462e-09 0.00218385 222084 222084 1.935e+07 0.35253 0.00043733 0.361428 0.279414 0.00277646 2.99976e-05 3.44127e-07 0.000368709 0.00118555 0.000122672 0.00170649
 -0.00718358 3.62958e-06 3.52755e-12 0.0863156 4.24007 0.327182 222080 1897.79 0.000160167 0.304475 0.0631459 0 0.499693 0.000647128 0.264982 0.228887 0.00427149 4.53093e-05 5.30541e-07 0.000281269 0.00099496 0.000197521 4.96181e-08 -1 1.70617e+07 6019.83 863322 5952.27 2.94247e-09 0.00224085 222081 222081 1.96346e+07 0.347 0.000393412 0.36802 0.278297 0.00276925 3.14646e-05 3.22541e-07 0.000390657 0.00120979 0.000128057 0.00175951
 -0.00718407 3.62967e-06 3.57143e-12 0.0857378 4.30991 0.329981 222079 1904.18 0.000160871 0.306173 0.0636083 0 0.496726 0.00061488 0.267934 0.228902 0.00427613 4.65002e-05 5.15172e-07 0.000290191 0.00100723 0.00020217 5.04963e-08 -1 1.71884e+07 6047.63 869659 5985.36 2.96663e-09 0.00227002 222080 222080 1.97787e+07 0.344215 0.000373023 0.37134 0.277731 0.00276644 3.22238e-05 3.12539e-07 0.000402201 0.00122214 0.000130796 0.00178689
 -0.00718507 3.62986e-06 3.66082e-12 0.0845914 4.45354 0.335635 222076 1917.03 0.000162288 0.309604 0.064552 0 0.490713 0.000554873 0.273916 0.228926 0.00428785 4.89759e-05 4.86801e-07 0.000309036 0.00103236 0.000211667 5.23178e-08 -1 1.7445e+07 6103.55 882539 6051.85 3.01541e-09 0.00232973 222077 222077 2.00703e+07 0.338608 0.000335194 0.378023 0.276584 0.00276227 3.37957e-05 2.94077e-07 0.000426508 0.00124732 0.00013636 0.00184351
 -0.00718609 3.63005e-06 3.75246e-12 0.0834573 4.6026 0.341363 222074 1930.01 0.00016372 0.313081 0.0655218 0 0.484593 0.0005005 0.280002 0.228941 0.00430258 5.15822e-05 4.61526e-07 0.000329318 0.0010583 0.00022142 5.42305e-08 -1 1.77058e+07 6159.88 895700 6118.75 3.06481e-09 0.0023913 222075 222075 2.03667e+07 0.332951 0.000301051 0.384765 0.275416 0.00275987 3.54415e-05 2.77613e-07 0.00045255 0.00127318 0.000142032 0.00190272
 -0.00718714 3.63024e-06 3.8464e-12 0.0823353 4.75728 0.347167 222071 1943.12 0.000165167 0.316604 0.0665186 0 0.478365 0.000451353 0.286192 0.228949 0.00432002 5.43258e-05 4.39266e-07 0.000351163 0.00108509 0.000231415 5.62406e-08 -1 1.79708e+07 6216.63 909149 6186.04 3.11485e-09 0.00245478 222072 222072 2.06679e+07 0.327246 0.000270311 0.391564 0.27423 0.00275903 3.71646e-05 2.63076e-07 0.000480475 0.00129974 0.000147799 0.00196468
 -0.00718767 3.63034e-06 3.89425e-12 0.0817789 4.8368 0.350097 222070 1949.72 0.000165895 0.318384 0.0670275 0 0.475211 0.000428617 0.289327 0.22895 0.00432966 5.57512e-05 4.29241e-07 0.000362714 0.00109881 0.0002365 5.72843e-08 -1 1.81049e+07 6245.15 915985 6219.83 3.1401e-09 0.00248726 222071 222071 2.08204e+07 0.324376 0.000256132 0.394985 0.27363 0.00275913 3.80561e-05 2.56509e-07 0.000495192 0.00131329 0.000150715 0.00199675
 -0.00718875 3.63054e-06 3.99174e-12 0.0806751 5.0003 0.356015 222067 1963 0.000167364 0.321977 0.0680668 0 0.468821 0.00038658 0.295674 0.228947 0.00435058 5.87135e-05 4.11353e-07 0.000387169 0.00112694 0.00024683 5.94531e-08 -1 1.83763e+07 6302.51 929882 6287.7 3.1911e-09 0.00255373 222068 222068 2.11289e+07 0.318599 0.00022999 0.401866 0.272417 0.0027602 3.99011e-05 2.44733e-07 0.000526242 0.00134095 0.000156603 0.00206318
 -0.00718987 3.63074e-06 4.09168e-12 0.0795834 5.16995 0.362011 222064 1976.39 0.000168847 0.325617 0.0691357 0 0.462322 0.00034882 0.302128 0.228938 0.00437339 6.18307e-05 3.96275e-07 0.000413562 0.00115601 0.000257359 6.17371e-08 -1 1.86521e+07 6360.28 944095 6355.94 3.24277e-09 0.00262226 222066 222066 2.14424e+07 0.312777 0.000206596 0.4088 0.271188 0.00276226 4.18314e-05 2.34707e-07 0.0005596 0.0013694 0.000162552 0.00213286
 -0.00719043 3.63085e-06 4.14259e-12 0.079042 5.25715 0.36504 222063 1983.13 0.000169594 0.327455 0.0696817 0 0.459032 0.000331432 0.305395 0.228931 0.00438539 6.34495e-05 3.89764e-07 0.000427541 0.00117092 0.000262692 6.29249e-08 -1 1.87916e+07 6389.31 951323 6390.2 3.26885e-09 0.00265732 222064 222064 2.16011e+07 0.309849 0.000195855 0.412286 0.270567 0.00276358 4.28296e-05 2.30329e-07 0.000577207 0.00138392 0.000165546 0.00216898
