pos.x pos.y vol rho vel.x vel.y p a mu k shock-detector massf-N2 massf-O2 massf-N massf-O massf-NO dt_subcycle e T dt_local
 -0.153774 0.000153475 6.40383e-13 0.00897524 56.1984 3.51615 29455.4 2154.3 0.000190755 0.397032 0 0.33011 4.13637e-05 0.433803 0.232876 0.00316844 -1 2.44675e+07 6874.46 2.1585e-07
 -0.153761 0.000153405 6.35792e-13 0.00899287 55.4629 3.50481 29455.8 2152.31 0.000190511 0.396433 0 0.33078 4.10784e-05 0.433141 0.232884 0.00315426 -1 2.44331e+07 6863.87 2.14812e-07
 -0.153747 0.000153335 6.31233e-13 0.00901092 54.7321 3.49341 29456.1 2150.28 0.000190263 0.395823 0 0.331466 4.07895e-05 0.432461 0.232892 0.00313984 -1 2.43978e+07 6853.08 2.13782e-07
 -0.153734 0.000153266 6.26704e-13 0.0090294 54.0061 3.48196 29456.5 2148.21 0.00019001 0.3952 0 0.33217 4.04969e-05 0.431764 0.2329 0.00312519 -1 2.43618e+07 6842.08 2.12759e-07
 -0.153721 0.000153197 6.22206e-13 0.00904831 53.2848 3.47044 29456.9 2146.09 0.000189751 0.394566 0 0.332891 4.02004e-05 0.43105 0.232909 0.00311029 -1 2.43249e+07 6830.87 2.11743e-07
 -0.153707 0.000153129 6.17739e-13 0.00906766 52.5683 3.45886 29457.2 2143.93 0.000189488 0.393919 0 0.333629 3.98999e-05 0.430319 0.232917 0.00309514 -1 2.42872e+07 6819.45 2.10734e-07
 -0.153694 0.000153061 6.13303e-13 0.00908746 51.8565 3.44721 29457.6 2141.73 0.00018922 0.39326 0 0.334385 3.95954e-05 0.429571 0.232926 0.00307972 -1 2.42488e+07 6807.82 2.09732e-07
 -0.153681 0.000152993 6.08897e-13 0.00910771 51.1494 3.4355 29458 2139.47 0.000188947 0.392589 0 0.335157 3.92866e-05 0.428806 0.232934 0.00306403 -1 2.42095e+07 6795.97 2.08738e-07
 -0.153668 0.000152926 6.04522e-13 0.00912843 50.4471 3.42371 29458.3 2137.18 0.000188668 0.391906 0 0.335946 3.89737e-05 0.428024 0.232943 0.00304806 -1 2.41695e+07 6783.9 2.07751e-07
 -0.153655 0.000152859 6.00176e-13 0.00914961 49.7495 3.41186 29458.6 2134.84 0.000188385 0.39121 0 0.336752 3.86563e-05 0.427226 0.232952 0.00303181 -1 2.41286e+07 6771.61 2.06771e-07
 -0.153643 0.000152793 5.9586e-13 0.00917128 49.0566 3.39993 29459 2132.45 0.000188096 0.390501 0 0.337574 3.83345e-05 0.426411 0.232961 0.00301525 -1 2.4087e+07 6759.09 2.05798e-07
 -0.15363 0.000152727 5.91574e-13 0.00919343 48.3685 3.38792 29459.3 2130.01 0.000187801 0.38978 0 0.338413 3.80083e-05 0.42558 0.232971 0.00299839 -1 2.40445e+07 6746.35 2.04833e-07
 -0.153617 0.000152662 5.87318e-13 0.00921607 47.6852 3.37584 29459.6 2127.53 0.000187502 0.389047 0 0.339268 3.76774e-05 0.424733 0.23298 0.00298122 -1 2.40013e+07 6733.38 2.03874e-07
 -0.153605 0.000152596 5.8309e-13 0.00923922 47.0066 3.36367 29460 2125 0.000187197 0.3883 0 0.34014 3.73419e-05 0.423869 0.23299 0.00296372 -1 2.39573e+07 6720.18 2.02924e-07
 -0.153592 0.000152532 5.78892e-13 0.00926287 46.3328 3.35142 29460.3 2122.43 0.000186886 0.387541 0 0.341028 3.70017e-05 0.42299 0.233 0.0029459 -1 2.39124e+07 6706.74 2.0198e-07
 -0.15358 0.000152468 5.74723e-13 0.00928704 45.6637 3.33908 29460.6 2119.8 0.00018657 0.386769 0 0.341931 3.66567e-05 0.422095 0.23301 0.00292775 -1 2.38669e+07 6693.07 2.01043e-07
 -0.153567 0.000152404 5.70583e-13 0.00931173 44.9995 3.32664 29460.9 2117.13 0.000186249 0.385984 0 0.342851 3.6307e-05 0.421184 0.23302 0.00290925 -1 2.38205e+07 6679.17 2.00114e-07
 -0.153555 0.00015234 5.66471e-13 0.00933695 44.34 3.31412 29461.2 2114.41 0.000185922 0.385186 0 0.343786 3.59525e-05 0.420257 0.23303 0.00289041 -1 2.37734e+07 6665.03 1.99192e-07
 -0.153543 0.000152277 5.62388e-13 0.00936272 43.6854 3.3015 29461.5 2111.65 0.000185589 0.384375 0 0.344737 3.55933e-05 0.419316 0.233041 0.00287121 -1 2.37255e+07 6650.64 1.98277e-07
 -0.153531 0.000152215 5.58333e-13 0.00938902 43.0356 3.28879 29461.8 2108.83 0.000185251 0.383551 0 0.345703 3.52292e-05 0.418359 0.233052 0.00285166 -1 2.36768e+07 6636.02 1.97369e-07
 -0.153519 0.000152152 5.54306e-13 0.00941588 42.3906 3.27599 29462.1 2105.97 0.000184907 0.382714 0 0.346684 3.48603e-05 0.417387 0.233063 0.00283175 -1 2.36274e+07 6621.15 1.96468e-07
 -0.153507 0.000152091 5.50307e-13 0.00944331 41.7505 3.2631 29462.4 2103.05 0.000184557 0.381865 0 0.34768 3.44866e-05 0.4164 0.233074 0.00281147 -1 2.35772e+07 6606.04 1.95575e-07
 -0.153495 0.000152029 5.46336e-13 0.0094713 41.1153 3.25012 29462.7 2100.09 0.000184202 0.381002 0 0.348691 3.41082e-05 0.415399 0.233085 0.00279082 -1 2.35263e+07 6590.69 1.94688e-07
 -0.153483 0.000151968 5.42392e-13 0.00949987 40.4849 3.23704 29463 2097.08 0.000183841 0.380126 0 0.349716 3.3725e-05 0.414384 0.233097 0.0027698 -1 2.34747e+07 6575.09 1.93809e-07
 -0.153472 0.000151907 5.38476e-13 0.00952903 39.8594 3.22388 29463.2 2094.02 0.000183474 0.379237 0 0.350756 3.33372e-05 0.413354 0.233108 0.0027484 -1 2.34223e+07 6559.24 1.92937e-07
 -0.15346 0.000151847 5.34587e-13 0.00955878 39.2389 3.21061 29463.5 2090.91 0.000183102 0.378335 0 0.351809 3.29448e-05 0.41231 0.23312 0.00272662 -1 2.33692e+07 6543.14 1.92071e-07
 -0.153448 0.000151787 5.30725e-13 0.00958913 38.6232 3.19725 29463.8 2087.75 0.000182724 0.377421 0 0.352877 3.25479e-05 0.411253 0.233133 0.00270445 -1 2.33154e+07 6526.79 1.91213e-07
 -0.153437 0.000151728 5.2689e-13 0.00962009 38.0125 3.18379 29464 2084.55 0.00018234 0.376493 0 0.353959 3.21465e-05 0.410182 0.233145 0.00268191 -1 2.32608e+07 6510.2 1.90362e-07
 -0.153426 0.000151669 5.23082e-13 0.00965167 37.4067 3.17023 29464.3 2081.3 0.00018195 0.375553 0 0.355053 3.17407e-05 0.409098 0.233158 0.00265898 -1 2.32056e+07 6493.35 1.89517e-07
 -0.153414 0.00015161 5.193e-13 0.00968388 36.8059 3.15657 29464.6 2078 0.000181554 0.3746 0 0.356162 3.13306e-05 0.408001 0.233171 0.00263567 -1 2.31497e+07 6476.25 1.88679e-07
 -0.153403 0.000151552 5.15544e-13 0.00971672 36.21 3.14281 29464.8 2074.66 0.000181152 0.373634 0 0.357283 3.09165e-05 0.406891 0.233184 0.00261198 -1 2.3093e+07 6458.9 1.87847e-07
 -0.153392 0.000151494 5.11815e-13 0.00975021 35.6192 3.12895 29465.1 2071.26 0.000180745 0.372655 0 0.358417 3.04983e-05 0.405768 0.233197 0.0025879 -1 2.30358e+07 6441.3 1.87023e-07
 -0.153381 0.000151436 5.08112e-13 0.00978434 35.0333 3.11498 29465.3 2067.82 0.000180332 0.371664 0 0.359563 3.00763e-05 0.404633 0.23321 0.00256344 -1 2.29778e+07 6423.44 1.86205e-07
 -0.15337 0.000151379 5.04435e-13 0.00981914 34.4525 3.10091 29465.6 2064.32 0.000179912 0.37066 0 0.360722 2.96505e-05 0.403486 0.233224 0.0025386 -1 2.29192e+07 6405.34 1.85395e-07
 -0.153359 0.000151322 5.00783e-13 0.00985461 33.8767 3.08674 29465.8 2060.77 0.000179487 0.369644 0 0.361892 2.92212e-05 0.402327 0.233238 0.00251338 -1 2.28599e+07 6386.97 1.84592e-07
 -0.153348 0.000151266 4.97157e-13 0.00989076 33.306 3.07246 29466.1 2057.17 0.000179057 0.368615 0 0.363075 2.87885e-05 0.401157 0.233252 0.00248779 -1 2.28e+07 6368.36 1.83795e-07
 -0.153337 0.00015121 4.93557e-13 0.0099276 32.7403 3.05807 29466.3 2053.52 0.00017862 0.367575 0 0.364269 2.83526e-05 0.399975 0.233266 0.00246183 -1 2.27395e+07 6349.49 1.83005e-07
 -0.153326 0.000151154 4.89982e-13 0.00996514 32.1797 3.04357 29466.6 2049.82 0.000178177 0.366522 0 0.365474 2.79137e-05 0.398781 0.233281 0.00243551 -1 2.26783e+07 6330.37 1.82223e-07
 -0.153315 0.000151099 4.86431e-13 0.0100034 31.6241 3.02896 29466.8 2046.07 0.000177729 0.365457 0 0.366691 2.74719e-05 0.397577 0.233295 0.00240882 -1 2.26166e+07 6311 1.81446e-07
 -0.153305 0.000151043 4.82906e-13 0.0100423 31.0737 3.01424 29467 2042.27 0.000177275 0.36438 0 0.367918 2.70276e-05 0.396363 0.23331 0.00238178 -1 2.25542e+07 6291.37 1.80677e-07
 -0.153294 0.000150989 4.79406e-13 0.010082 30.5284 2.99941 29467.3 2038.42 0.000176814 0.363291 0 0.369156 2.65809e-05 0.395137 0.233325 0.00235439 -1 2.24912e+07 6271.5 1.79914e-07
 -0.153284 0.000150935 4.7593e-13 0.0101224 29.9882 2.98447 29467.5 2034.52 0.000176349 0.362191 0 0.370405 2.6132e-05 0.393902 0.233341 0.00232666 -1 2.24277e+07 6251.37 1.79158e-07
 -0.153273 0.000150881 4.72478e-13 0.0101636 29.4531 2.96942 29467.7 2030.58 0.000175877 0.361079 0 0.371663 2.56813e-05 0.392657 0.233356 0.00229859 -1 2.23636e+07 6230.98 1.78408e-07
 -0.153263 0.000150827 4.69051e-13 0.0102055 28.9232 2.95425 29467.9 2026.58 0.000175399 0.359956 0 0.372931 2.52289e-05 0.391402 0.233372 0.0022702 -1 2.22989e+07 6210.35 1.77665e-07
 -0.153253 0.000150774 4.65648e-13 0.0102482 28.3984 2.93897 29468.1 2022.54 0.000174916 0.358822 0 0.374209 2.47751e-05 0.390138 0.233387 0.00224149 -1 2.22336e+07 6189.47 1.76928e-07
 -0.153243 0.000150721 4.62269e-13 0.0102917 27.8788 2.92358 29468.4 2018.45 0.000174426 0.357677 0 0.375496 2.43202e-05 0.388864 0.233403 0.00221247 -1 2.21679e+07 6168.34 1.76198e-07
 -0.153232 0.000150668 4.58914e-13 0.0103359 27.3643 2.90807 29468.6 2014.32 0.000173932 0.35652 0 0.376792 2.38644e-05 0.387582 0.233419 0.00218315 -1 2.21015e+07 6146.96 1.75474e-07
 -0.153222 0.000150616 4.55582e-13 0.010381 26.8551 2.89244 29468.8 2010.14 0.000173431 0.355353 0 0.378097 2.34081e-05 0.386291 0.233436 0.00215355 -1 2.20347e+07 6125.33 1.74756e-07
 -0.153212 0.000150564 4.52274e-13 0.0104269 26.351 2.8767 29469 2005.91 0.000172924 0.354176 0 0.37941 2.29515e-05 0.384991 0.233452 0.00212367 -1 2.19674e+07 6103.45 1.74044e-07
 -0.153202 0.000150513 4.48989e-13 0.0104735 25.8522 2.86085 29469.2 2001.63 0.000172412 0.352988 0 0.380732 2.2495e-05 0.383684 0.233469 0.00209352 -1 2.18995e+07 6081.33 1.73338e-07
 -0.153193 0.000150462 4.45727e-13 0.0105211 25.3585 2.84487 29469.4 1997.31 0.000171894 0.35179 0 0.382061 2.20387e-05 0.382369 0.233485 0.00206313 -1 2.18312e+07 6058.96 1.72639e-07
 -0.153183 0.000150411 4.42489e-13 0.0105694 24.8701 2.82878 29469.6 1992.95 0.000171371 0.350582 0 0.383398 2.15831e-05 0.381046 0.233502 0.0020325 -1 2.17624e+07 6036.35 1.71946e-07
 -0.153173 0.00015036 4.39273e-13 0.0106186 24.3869 2.81257 29469.8 1988.54 0.000170841 0.349365 0 0.384743 2.11285e-05 0.379715 0.233519 0.00200164 -1 2.16931e+07 6013.5 1.71258e-07
 -0.153163 0.00015031 4.3608e-13 0.0106687 23.9089 2.79624 29470 1984.09 0.000170307 0.348138 0 0.386095 2.06751e-05 0.378378 0.233536 0.00197057 -1 2.16234e+07 5990.4 1.70577e-07
 -0.153154 0.00015026 4.3291e-13 0.0107197 23.4361 2.7798 29470.2 1979.59 0.000169766 0.346901 0 0.387453 2.02233e-05 0.377034 0.233553 0.0019393 -1 2.15532e+07 5967.07 1.69902e-07
 -0.153144 0.000150211 4.29762e-13 0.0107715 22.9686 2.76323 29470.4 1975.05 0.00016922 0.345656 0 0.388819 1.97734e-05 0.375683 0.23357 0.00190786 -1 2.14826e+07 5943.49 1.69232e-07
 -0.153135 0.000150162 4.26637e-13 0.0108243 22.5063 2.74655 29470.6 1970.47 0.000168668 0.344401 0 0.39019 1.93257e-05 0.374326 0.233588 0.00187625 -1 2.14116e+07 5919.68 1.68568e-07
 -0.153125 0.000150113 4.23533e-13 0.010878 22.0493 2.72974 29470.8 1965.84 0.000168111 0.343138 0 0.391568 1.88806e-05 0.372964 0.233605 0.00184449 -1 2.13401e+07 5895.63 1.67911e-07
 -0.153116 0.000150064 4.20452e-13 0.0109326 21.5974 2.71282 29471 1961.17 0.000167549 0.341867 0 0.392952 1.84383e-05 0.371595 0.233622 0.0018126 -1 2.12683e+07 5871.35 1.67259e-07
 -0.153107 0.000150016 4.17392e-13 0.0109882 21.1509 2.69577 29471.2 1956.45 0.00016698 0.340587 0 0.394341 1.79993e-05 0.370221 0.23364 0.00178059 -1 2.11961e+07 5846.83 1.66612e-07
 -0.153097 0.000149968 4.14355e-13 0.0110447 20.7095 2.67861 29471.4 1951.69 0.000166407 0.3393 0 0.395735 1.75637e-05 0.368841 0.233657 0.00174849 -1 2.11235e+07 5822.08 1.65972e-07
 -0.153088 0.000149921 4.11338e-13 0.0111022 20.2734 2.66132 29471.6 1946.89 0.000165828 0.338005 0 0.397135 1.71321e-05 0.367457 0.233675 0.0017163 -1 2.10505e+07 5797.11 1.65338e-07
 -0.153079 0.000149873 4.08344e-13 0.0111607 19.8426 2.64391 29471.7 1942.04 0.000165244 0.336702 0 0.398539 1.67046e-05 0.366068 0.233693 0.00168406 -1 2.09772e+07 5771.9 1.64709e-07
 -0.15307 0.000149826 4.0537e-13 0.0112202 19.417 2.62639 29471.9 1937.15 0.000164654 0.335393 0 0.399948 1.62815e-05 0.364674 0.23371 0.00165177 -1 2.09036e+07 5746.46 1.64086e-07
 -0.153061 0.00014978 4.02418e-13 0.0112807 18.9966 2.60874 29472.1 1932.22 0.000164059 0.334077 0 0.401361 1.58633e-05 0.363276 0.233728 0.00161946 -1 2.08296e+07 5720.8 1.63469e-07
 -0.153052 0.000149733 3.99486e-13 0.0113423 18.5814 2.59097 29472.3 1927.24 0.000163459 0.332754 0 0.402778 1.54502e-05 0.361874 0.233746 0.00158715 -1 2.07553e+07 5694.92 1.62858e-07
 -0.153043 0.000149687 3.96576e-13 0.0114049 18.1715 2.57308 29472.5 1922.21 0.000162853 0.331424 0 0.404198 1.50425e-05 0.360469 0.233763 0.00155485 -1 2.06807e+07 5668.82 1.62254e-07
 -0.153034 0.000149642 3.93686e-13 0.0114686 17.7668 2.55506 29472.6 1917.14 0.000162242 0.330089 0 0.405623 1.46405e-05 0.359059 0.233781 0.00152258 -1 2.06058e+07 5642.5 1.61655e-07
 -0.153026 0.000149596 3.90817e-13 0.0115333 17.3673 2.53693 29472.8 1912.01 0.000161626 0.328748 0 0.40705 1.42444e-05 0.357647 0.233798 0.00149037 -1 2.05306e+07 5615.95 1.61062e-07
 -0.153017 0.000149551 3.87968e-13 0.0115992 16.973 2.51867 29473 1906.84 0.000161005 0.327402 0 0.408481 1.38547e-05 0.356231 0.233816 0.00145823 -1 2.04552e+07 5589.2 1.60475e-07
 -0.153008 0.000149507 3.8514e-13 0.0116662 16.5839 2.50029 29473.1 1901.62 0.000160379 0.326051 0 0.409914 1.34715e-05 0.354813 0.233833 0.00142619 -1 2.03794e+07 5562.22 1.59895e-07
 -0.153 0.000149462 3.82332e-13 0.0117343 16.2 2.48179 29473.3 1896.34 0.000159748 0.324695 0 0.41135 1.30952e-05 0.353392 0.233851 0.00139426 -1 2.03034e+07 5535.04 1.59322e-07
 -0.152991 0.000149418 3.79543e-13 0.0118037 15.8213 2.46317 29473.5 1891.01 0.000159111 0.323334 0 0.412788 1.27259e-05 0.351968 0.233868 0.00136246 -1 2.02272e+07 5507.65 1.58754e-07
 -0.152983 0.000149374 3.76775e-13 0.0118741 15.4478 2.44442 29473.6 1885.66 0.00015847 0.321969 0 0.414229 1.23639e-05 0.350543 0.233885 0.00133081 -1 2.01507e+07 5480.04 1.58191e-07
 -0.152974 0.00014933 3.74027e-13 0.0119458 15.0794 2.42555 29473.8 1880.28 0.000157823 0.320601 0 0.415671 1.20095e-05 0.349115 0.233902 0.00129934 -1 2.0074e+07 5452.24 1.57633e-07
 -0.152966 0.000149287 3.71298e-13 0.0120187 14.7161 2.40656 29474 1874.85 0.000157172 0.319229 0 0.417115 1.1663e-05 0.347686 0.233919 0.00126806 -1 1.99971e+07 5424.22 1.5708e-07
 -0.152958 0.000149244 3.68588e-13 0.0120929 14.358 2.38745 29474.1 1869.37 0.000156516 0.317853 0 0.41856 1.13245e-05 0.346255 0.233936 0.001237 -1 1.992e+07 5396.01 1.56533e-07
 -0.152949 0.000149201 3.65898e-13 0.0121683 14.0051 2.36822 29474.3 1863.86 0.000155855 0.316475 0 0.420007 1.09943e-05 0.344823 0.233953 0.00120618 -1 1.98428e+07 5367.59 1.55993e-07
 -0.152941 0.000149159 3.63227e-13 0.012245 13.6572 2.34886 29474.4 1858.29 0.000155189 0.315095 0 0.421454 1.06725e-05 0.34339 0.23397 0.00117561 -1 1.97653e+07 5338.98 1.55457e-07
 -0.152933 0.000149117 3.60576e-13 0.012323 13.3144 2.32938 29474.6 1852.69 0.000154518 0.313712 0 0.422902 1.03594e-05 0.341956 0.233986 0.00114531 -1 1.96876e+07 5310.17 1.54928e-07
 -0.152925 0.000149075 3.57943e-13 0.0124024 12.9767 2.30978 29474.8 1847.03 0.000153842 0.312328 0 0.42435 1.00551e-05 0.340522 0.234003 0.00111531 -1 1.96098e+07 5281.17 1.54405e-07
 -0.152917 0.000149033 3.55329e-13 0.0124831 12.6441 2.29005 29474.9 1841.34 0.000153162 0.310942 0 0.425799 9.75991e-06 0.339087 0.234019 0.00108563 -1 1.95319e+07 5251.97 1.53887e-07
 -0.152909 0.000148992 3.52734e-13 0.0125652 12.3166 2.2702 29475.1 1835.59 0.000152477 0.309555 0 0.427247 9.47383e-06 0.337652 0.234035 0.00105628 -1 1.94538e+07 5222.59 1.53375e-07
 -0.152901 0.000148951 3.50158e-13 0.0126486 11.994 2.25023 29475.2 1829.81 0.000151787 0.308168 0 0.428696 9.19708e-06 0.336218 0.23405 0.00102728 -1 1.93756e+07 5193.02 1.52869e-07
 -0.152893 0.00014891 3.476e-13 0.0127336 11.6765 2.23014 29475.4 1823.97 0.000151093 0.30678 0 0.430143 8.92978e-06 0.334783 0.234066 0.000998646 -1 1.92972e+07 5163.26 1.52369e-07
 -0.152885 0.00014887 3.4506e-13 0.01282 11.364 2.20992 29475.5 1818.1 0.000150394 0.305392 0 0.431591 8.67206e-06 0.333349 0.234081 0.000970404 -1 1.92188e+07 5133.32 1.51875e-07
 -0.152877 0.00014883 3.42538e-13 0.0129079 11.0564 2.18958 29475.7 1812.17 0.000149691 0.304005 0 0.433037 8.42404e-06 0.331916 0.234096 0.000942569 -1 1.91402e+07 5103.2 1.51386e-07
 -0.15287 0.00014879 3.40035e-13 0.0129973 10.7538 2.16911 29475.8 1806.2 0.000148983 0.302618 0 0.434482 8.18581e-06 0.330483 0.234111 0.000915158 -1 1.90616e+07 5072.9 1.50904e-07
 -0.152862 0.00014875 3.3755e-13 0.0130882 10.4562 2.14852 29475.9 1800.19 0.00014827 0.301233 0 0.435926 7.95747e-06 0.329052 0.234126 0.000888188 -1 1.89828e+07 5042.42 1.50428e-07
 -0.152855 0.000148711 3.35082e-13 0.0131807 10.1634 2.12781 29476.1 1794.13 0.000147553 0.29985 0 0.437369 7.73911e-06 0.327622 0.23414 0.000861674 -1 1.8904e+07 5011.77 1.49957e-07
 -0.152847 0.000148672 3.32632e-13 0.013275 9.87546 2.10698 29476.2 1788.01 0.000146832 0.297481 0 0.438812 7.53044e-06 0.326191 0.234154 0.000835592 -1 1.8825e+07 4980.89 1.49494e-07
 -0.152839 0.000148633 3.302e-13 0.0133712 9.59224 2.08602 29476.4 1781.84 0.000146098 0.295865 0 0.440256 7.33149e-06 0.324758 0.234168 0.000809945 -1 1.87457e+07 4949.78 1.49037e-07
 -0.152832 0.000148594 3.27785e-13 0.0134691 9.3138 2.06495 29476.5 1775.61 0.00014536 0.294239 0 0.4417 7.14259e-06 0.323327 0.234182 0.000784784 -1 1.86664e+07 4918.48 1.48587e-07
 -0.152825 0.000148556 3.25388e-13 0.0135688 9.04013 2.04374 29476.6 1769.33 0.000144617 0.292603 0 0.443142 6.96378e-06 0.321896 0.234195 0.00076012 -1 1.85869e+07 4886.98 1.48143e-07
 -0.152817 0.000148518 3.23008e-13 0.0136704 8.77121 2.02241 29476.8 1763 0.000143869 0.290957 0 0.444583 6.79511e-06 0.320466 0.234208 0.00073597 -1 1.85073e+07 4855.28 1.47706e-07
 -0.15281 0.00014848 3.20645e-13 0.0137739 8.50702 2.00096 29476.9 1756.61 0.000143116 0.289301 0 0.446023 6.63664e-06 0.319037 0.234221 0.000712344 -1 1.84276e+07 4823.39 1.47275e-07
 -0.152803 0.000148442 3.18299e-13 0.0138794 8.24751 1.97938 29477 1750.17 0.000142358 0.287634 0 0.447462 6.48838e-06 0.317609 0.234233 0.000689257 -1 1.83478e+07 4791.3 1.46852e-07
 -0.152796 0.000148405 3.1597e-13 0.0139868 7.99268 1.95767 29477.2 1743.67 0.000141595 0.285958 0 0.448899 6.35039e-06 0.316182 0.234245 0.00066672 -1 1.82679e+07 4759.01 1.46435e-07
 -0.152788 0.000148368 3.13657e-13 0.0140964 7.74249 1.93584 29477.3 1737.12 0.000140826 0.284271 0 0.450335 6.22268e-06 0.314757 0.234257 0.000644745 -1 1.8188e+07 4726.53 1.46025e-07
 -0.152781 0.000148331 3.11362e-13 0.0142081 7.49691 1.91388 29477.4 1730.51 0.000140053 0.282573 0 0.451769 6.10528e-06 0.313333 0.234269 0.000623342 -1 1.81079e+07 4693.85 1.45622e-07
 -0.152774 0.000148295 3.09082e-13 0.0143219 7.25592 1.89179 29477.6 1723.85 0.000139275 0.280866 0 0.453201 5.99822e-06 0.31191 0.23428 0.000602522 -1 1.80277e+07 4660.98 1.45226e-07
 -0.152767 0.000148258 3.0682e-13 0.0144381 7.01949 1.86958 29477.7 1717.13 0.000138492 0.279148 0 0.454632 5.90152e-06 0.310489 0.234291 0.000582294 -1 1.79474e+07 4627.9 1.44838e-07
 -0.15276 0.000148222 3.04573e-13 0.0145565 6.78759 1.84723 29477.8 1710.35 0.000137703 0.277419 0 0.45606 5.81522e-06 0.30907 0.234301 0.000562669 -1 1.78671e+07 4594.63 1.44456e-07
 -0.152753 0.000148187 3.02343e-13 0.0146773 6.56019 1.82476 29477.9 1703.51 0.00013691 0.27568 0 0.457486 5.73935e-06 0.307653 0.234312 0.000543655 -1 1.77866e+07 4561.15 1.44082e-07
 -0.152747 0.000148151 3.00129e-13 0.0148006 6.33727 1.80216 29478.1 1696.6 0.000136111 0.27393 0 0.458911 5.67393e-06 0.306237 0.234322 0.000525259 -1 1.77061e+07 4527.47 1.43715e-07
 -0.15274 0.000148116 2.97931e-13 0.0149264 6.11879 1.77943 29478.2 1689.64 0.000135306 0.272169 0 0.460333 5.61901e-06 0.304823 0.234331 0.00050749 -1 1.76255e+07 4493.59 1.43356e-07
 -0.152733 0.000148081 2.95749e-13 0.0150548 5.90472 1.75657 29478.3 1682.62 0.000134497 0.270397 0 0.461752 5.57465e-06 0.303412 0.23434 0.000490354 -1 1.75448e+07 4459.5 1.43005e-07
 -0.152726 0.000148046 2.93582e-13 0.015186 5.69505 1.73357 29478.4 1675.53 0.000133682 0.268614 0 0.46317 5.5409e-06 0.302002 0.234349 0.000473858 -1 1.7464e+07 4425.2 1.42662e-07
 -0.15272 0.000148011 2.91431e-13 0.0153199 5.48972 1.71045 29478.5 1668.37 0.000132861 0.26682 0 0.464585 5.51784e-06 0.300594 0.234358 0.000458008 -1 1.73832e+07 4390.69 1.42326e-07
 -0.152713 0.000147977 2.89296e-13 0.0154567 5.28873 1.68719 29478.7 1661.15 0.000132035 0.265015 0 0.465997 5.50555e-06 0.299189 0.234366 0.000442808 -1 1.73022e+07 4355.97 1.41999e-07
 -0.152706 0.000147943 2.87176e-13 0.0155965 5.09203 1.6638 29478.8 1653.87 0.000131203 0.263198 0 0.467407 5.50416e-06 0.297786 0.234373 0.000428264 -1 1.72212e+07 4321.04 1.4168e-07
 -0.1527 0.000147909 2.85071e-13 0.0157393 4.89959 1.64027 29478.9 1646.51 0.000130366 0.261369 0 0.468814 5.51378e-06 0.296385 0.234381 0.000414381 -1 1.71401e+07 4285.89 1.41369e-07
 -0.152693 0.000147875 2.82982e-13 0.0158854 4.71139 1.61661 29479 1639.09 0.000129523 0.259529 0 0.470218 5.53456e-06 0.294987 0.234388 0.000401161 -1 1.70589e+07 4250.52 1.41067e-07
 -0.152687 0.000147842 2.80908e-13 0.0160348 4.52739 1.59281 29479.1 1631.59 0.000128673 0.257676 0 0.47162 5.5667e-06 0.293591 0.234395 0.000388609 -1 1.69776e+07 4214.93 1.40774e-07
 -0.15268 0.000147809 2.78849e-13 0.0161876 4.34757 1.56887 29479.2 1624.02 0.000127818 0.255811 0 0.473019 5.6104e-06 0.292198 0.234401 0.000376728 -1 1.68962e+07 4179.11 1.4049e-07
 -0.152674 0.000147776 2.76804e-13 0.0163439 4.17188 1.54479 29479.3 1616.38 0.000126957 0.253934 0 0.474415 5.66591e-06 0.290807 0.234407 0.000365519 -1 1.68147e+07 4143.05 1.40215e-07
 -0.152668 0.000147743 2.74775e-13 0.0165039 4.00031 1.52057 29479.4 1608.66 0.000126089 0.252044 0 0.475808 5.73352e-06 0.289419 0.234412 0.000354986 -1 1.67332e+07 4106.77 1.39949e-07
 -0.152662 0.000147711 2.7276e-13 0.0166678 3.83282 1.49621 29479.6 1600.86 0.000125215 0.25014 0 0.477198 5.81356e-06 0.288034 0.234417 0.000345131 -1 1.66515e+07 4070.24 1.39693e-07
 -0.152655 0.000147678 2.7076e-13 0.0168357 3.66938 1.47171 29479.7 1592.98 0.000124334 0.248224 0 0.478584 5.90643e-06 0.286651 0.234422 0.000335956 -1 1.65697e+07 4033.47 1.39447e-07
 -0.152649 0.000147646 2.68774e-13 0.0170077 3.50995 1.44706 29479.8 1585.02 0.000123447 0.246293 0 0.479968 6.01257e-06 0.285272 0.234427 0.000327461 -1 1.64879e+07 3996.45 1.39211e-07
 -0.152643 0.000147614 2.66802e-13 0.017184 3.35451 1.42226 29479.9 1576.98 0.000122552 0.244349 0 0.481349 6.13248e-06 0.283895 0.234431 0.000319649 -1 1.64059e+07 3959.17 1.38986e-07
 -0.152637 0.000147583 2.64845e-13 0.0173649 3.20303 1.39731 29480 1568.85 0.000121651 0.24239 0 0.482726 6.26676e-06 0.282521 0.234434 0.000312522 -1 1.63238e+07 3921.63 1.38771e-07
 -0.152631 0.000147551 2.62902e-13 0.0175504 3.05547 1.37221 29480.1 1560.64 0.000120742 0.240416 0 0.4841 6.41607e-06 0.28115 0.234438 0.00030608 -1 1.62416e+07 3883.83 1.38567e-07
